_corrupt_record,cast,country,date_added,description,director,duration,listed_in,rating,release_year,show_id,title,type
,"Guy Pearce, Samantha Mumba, Jeremy Irons, Mark Addy, Sienna Guillory, Phyllida Law, Alan Young, Omero Mumba, Yancey Arias, Orlando Jones","United States, United Arab Emirates","November 23, 2019","Based on the H.G. Wells classic, this adventure follows a scientist and inventor who's determined to prove to doubters that time travel is possible.",Simon Wells,96 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2002,s6931,The Time Machine,Movie
,"Rachel McAdams, Eric Bana, Arliss Howard, Ron Livingston, Stephen Tobolowsky, Michelle Nolden, Jane McLean, Hailey McCann, Tatum McCann, Brooklynn Proulx, Alex Ferris",United States,"October 1, 2019","Due to a genetic disorder, handsome librarian Henry involuntarily zips through time, appearing at various moments in the life of his true love.",Robert Schwentke,107 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",PG-13,2009,s6932,The Time Traveler's Wife,Movie
,"Angelina Jolie, Johnny Depp, Paul Bettany, Timothy Dalton, Steven Berkoff, Rufus Sewell, Christian De Sica, Alessio Boni, Daniele Pecci, Giovanni Guidelli","United States, France, Italy, United Kingdom","January 7, 2020",An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.,Florian Henckel von Donnersmarck,103 min,"Action & Adventure, Romantic Movies",PG-13,2010,s6934,The Tourist,Movie
,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar, Ritchie Coster, Peter Stormare, Mia Cottet, Romany Malco, Daniel Kash",United States,"November 1, 2019","After a government spy is hospitalized, New York City cab driver Jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo.",Kevin Donovan,99 min,"Action & Adventure, Comedies",PG-13,2002,s6952,The Tuxedo,Movie
,"Anthony Hopkins, Jonathan Pryce, Juan Minujín","United Kingdom, Italy","December 20, 2019","At a key turning point for the Catholic Church, Pope Benedict XVI forms a surprising friendship with the future Pope Francis. Inspired by true events.",Fernando Meirelles,126 min,Dramas,PG-13,2019,s6956,The Two Popes,Movie
,"Donald Rumsfeld, Errol Morris",United States,"February 22, 2019","Donald Rumsfeld reviews his long political career, from his time in Congress to serving as secretary of defense under Gerald Ford and George W. Bush.",Errol Morris,103 min,Documentaries,PG-13,2013,s6968,The Unknown Known,Movie
,"Olivia Taylor Dudley, Michael Peña, Dougray Scott, Djimon Hounsou, Peter Andersson, Kathleen Robertson, John Patrick Amedori, Michael Paré, Alex Sparrow, Cas Anvar",United States,"April 20, 2020",A young woman hospitalized for an infected wound becomes possessed by a satanic force that will take a priest and two Vatican exorcists to defeat.,Mark Neveldine,91 min,"Horror Movies, Thrillers",PG-13,2015,s6977,The Vatican Tapes,Movie
,"Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk, Jerry Reed, Lawrence Gilliard Jr., Blake Clark, Peter Dante, Jonathan Loughran, Al Whiting",United States,"March 8, 2017",A water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,Frank Coraci,90 min,"Comedies, Sports Movies",PG-13,1998,s6991,The Waterboy,Movie
,"Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards, Robbie Coltrane, Judi Dench, Desmond Llewelyn, John Cleese, Maria Grazia Cucinotta","United Kingdom, United States","December 31, 2019","Greed, revenge, world domination: It's all in a day's work for James Bond, who's on a mission to protect an oil heiress from a notorious terrorist.",Michael Apted,128 min,Action & Adventure,PG-13,1999,s7016,The World Is Not Enough,Movie
,"Adam Greaves-Neal, Sara Lazzaro, Vincent Walsh, Sean Bean, Jonathan Bailey, Agni Scott",United States,"August 27, 2020","Tormented by a demon and on the run from a Roman centurion, a 7-year-old Jesus and his parents, Mary and Joseph, flee Egypt for Nazareth.",Cyrus Nowrasteh,111 min,"Dramas, Faith & Spirituality",PG-13,2016,s7028,The Young Messiah,Movie
,"Thelonious Monk, Samuel E. Wright",United States,"November 1, 2019",The spotlight shines on iconic jazz pianist and composer Thelonious Monk in this 1988 documentary featuring vintage performance clips and interviews.,Charlotte Zwerin,89 min,"Documentaries, Music & Musicals",PG-13,1988,s7035,"Thelonious Monk: Straight, No Chaser",Movie
,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Mark Ruffalo, Anthony Hopkins, Benedict Cumberbatch, Taika Waititi, Rachel House, Clancy Brown, Tadanobu Asano, Ray Stevenson, Zachary Levi, Luke Hemsworth, Sam Neill",United States,"June 5, 2018","To save Asgard from a bloodthirsty goddess of death, the mighty Thor will have to battle his way to freedom and find a way back home.",Taika Waititi,131 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,2017,s7059,Thor: Ragnarok,Movie
,"Patrick Swayze, Wesley Snipes, John Leguizamo, Stockard Channing, Blythe Danner, Arliss Howard, Jason London, Chris Penn, Melinda Dillon, Beth Grant, Alice Drummond, Marceline Hugot, Michael Vartan, RuPaul Charles, Julie Newmar",United States,"August 1, 2019",Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town when their car breaks down.,Beeban Kidron,108 min,"Comedies, Cult Movies, LGBTQ Movies",PG-13,1995,s7120,"To Wong Foo, Thanks for Everything! Julie Newmar",Movie
,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher, Joe Don Baker, Judi Dench, Ricky Jay, Götz Otto, Desmond Llewelyn, Vincent Schiavelli","United Kingdom, United States","December 31, 2019","Pierce Brosnan stars in this 007 installment, which teams the secret agent and a sexy Chinese superspy against a megalomaniacal media mogul.",Roger Spottiswoode,119 min,Action & Adventure,PG-13,1997,s7143,Tomorrow Never Dies,Movie
,"Hector Elizondo, Jacqueline Obradors, Elizabeth Peña, Tamara Mello, Nikolai Kinski, Raquel Welch, Joel Joan, Paul Rodriguez, Constance Marie, Julio Oscar Mechoso",United States,"September 15, 2020",Widower Martin is a restaurateur with a booming business and three headstrong daughters who leave the house to pursue their individual destinies.,Maria Ripoll,104 min,"Comedies, Dramas, Romantic Movies",PG-13,2001,s7160,Tortilla Soup,Movie
,"Luciano Acuna Jr., Adam Rayner, Marie Avgeropoulos, Rafi Gavron, Taylor Lautner, Sam Medina, Amirah Vann, Johnny M. Wu, Josh Yadon, Christian Steel",United States,"October 22, 2019","When a bike messenger falls into debt with organized criminals, a sexy woman draws him into her high-stakes world of parkour, teaching him new skills.",Daniel Benmayor,94 min,Action & Adventure,PG-13,2015,s7167,Tracers,Movie
,"Don Cheadle, Guy Pearce, Saïd Taghmaoui, Neal McDonough, Alyy Khan, Archie Panjabi, Raad Rawi, Jeff Daniels, Lorena Gale, Simon Reynolds, Jonathan Walker, Mozhan Marnò, Tom Barnett, Scali Delpeyrat",United States,"July 1, 2018",An FBI agent assigned to pursue an ex-Special Ops soldier who joined a terrorist organization begins to question his target's true intentions.,Jeffrey Nachmanoff,114 min,"Dramas, Thrillers",PG-13,2008,s7184,Traitor,Movie
,"Johnny Depp, Rebecca Hall, Morgan Freeman, Paul Bettany, Cillian Murphy, Kate Mara, Cole Hauser, Clifton Collins Jr.","United Kingdom, China, United States","November 1, 2018",Two computer scientists work to achieve technological singularity to create a world where computers can transcend the abilities of the human brain.,Wally Pfister,119 min,"Sci-Fi & Fantasy, Thrillers",PG-13,2014,s7187,Transcendence,Movie
,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross, Reba McEntire, Robert Jayne, Charlotte Stewart, Tony Genaro, Ariana Richards, Richard Marcus, Victor Wong, Bibi Besch",United States,"January 1, 2020","After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground.",Ron Underwood,96 min,"Comedies, Cult Movies, Horror Movies",PG-13,1990,s7208,Tremors,Movie
,"Fred Ward, Chris Gartin, Helen Shaver, Michael Gross, Marcelo Tubert, Marco Hernandez, José Ramón Rosario, Thomas Rosales Jr.","","January 1, 2020",A rag-tag team of survivalists and scientists battle supersucking desert creatures that are worming their way through the oil fields of Mexico.,S.S. Wilson,100 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",PG-13,1995,s7209,Tremors 2: Aftershocks,Movie
,"Michael Gross, Sara Botsford, Billy Drago, Brent Roam, August Schellenberg, J.E. Freeman, Ming Lo, Lydia Look, Sam Ly, Neil Kopit",United States,"January 1, 2020","Residents of a abandoned mining town attempt to get to the bottom of a series of recent, mysterious deaths before their own fates are sealed.",S.S. Wilson,101 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",PG-13,2004,s7211,Tremors 4: The Legend Begins,Movie
,"Michael Gross, Jamie Kennedy, Ernest Ndhlovu, Lawrence Joffe, Zak Hendrikz, Natalie Becker, Emmanuel Castis, Brandon Auret, Daniel Janks","South Africa, United States","January 1, 2020","When he is hired to capture a deadly creature terrorizing South Africa, survivalist Burt Gummer brings along a new tech-savvy partner.",Don Michael Paul,99 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",PG-13,2015,s7212,Tremors 5:  Bloodline,Movie
,"Michael Gross, Jamie Kennedy, Tanya van Graan, Jamie-Lee Money, Stephanie Schildknecht, Greg Kriek, Jenna Upton, Jay Anstey, Christie Peruso","United States, South Africa","May 1, 2018","The subterranean, worm-like creatures are back, and Graboid-hunter Burt Gummer suspects they've been weaponized.",Don Michael Paul,98 min,"Action & Adventure, Comedies, Horror Movies",PG-13,2018,s7213,Tremors 6: A Cold Day in Hell,Movie
,"Michael Gross, Jon Heder, Caroline Langrishe, Cassie Clare, Matthew Douglas, Sahajak Boonthanakit, David Asavanond, Jackie Cruz, Richard Brake",United States,"October 20, 2020","When massive mutant creatures infiltrate an island nature preserve, scientists recruit a legendary monster hunter to battle the beasts.",Don Michael Paul,102 min,"Action & Adventure, Horror Movies",PG-13,2020,s7214,Tremors: Shrieker Island,Movie
,"Montrail 'Money' Brown, O.C. Brown, Bill Courtney, Chavis Daniels",United States,"August 18, 2017",An inspirational profile of an inner-city high school football team's valiant effort to reach the school's first-ever playoff game.,"Daniel Lindsay, T.J. Martin",113 min,"Documentaries, Sports Movies",PG-13,2011,s7330,Undefeated,Movie
,"Narges Rashidi, Avin Manshadi, Bobby Naderi, Ray Haratian, Arash Marandi, Hamidreza Djavdan, Soussan Farrokhnia, Bijan Daneshmand, Sajjad Delafrooz, Behi Djanati Atai","United Kingdom, Jordan, Qatar, Iran","January 7, 2017","During the Iran-Iraq conflict, a Tehran woman caring for her daughter while her husband is at war is gradually convinced evil spirits are at work.",Babak Anvari,84 min,"Horror Movies, International Movies, Thrillers",PG-13,2016,s7337,Under the Shadow,Movie
,"James Caan, Jessica Walter, Louis Gossett Jr., Dylan Everett, Paul Sorvino, Kenneth Welsh, Lawrence Dane, Paul Braunstein, Greta Onieogou",Canada,"November 1, 2017","Jake's date with his dream girl takes a turn when she disappears, and Jake's grandpa – a former intelligence officer – sets out to find her.",Erik Canuel,94 min,"Action & Adventure, Children & Family Movies, Comedies",PG-13,2016,s7341,Undercover Grandpa,Movie
,"Terence Stamp, Gemma Arterton, Christopher Eccleston, Vanessa Redgrave, Anne Reid, Elizabeth Counsell, Ram John Holder, Bill Thomas, Orla Hill","United Kingdom, Germany","July 22, 2019","With his wife terminally ill, Arthur's future seems grim. But he learns to find joy in life again when he joins an unconventional church choir.",Paul Andrew Williams,94 min,"Comedies, Dramas, Independent Movies",PG-13,2012,s7346,Unfinished Song,Movie
,"Liam Neeson, Diane Kruger, January Jones, Aidan Quinn, Bruno Ganz, Frank Langella, Sebastian Koch, Olivier Schneider, Stipe Erceg, Rainer Bock","United Kingdom, Germany, France, United States","January 1, 2021","Liam Neeson stars as a man who regains consciousness after a car accident, only to discover that another man is impersonating him.",Jaume Collet-Serra,113 min,"Action & Adventure, Thrillers",PG-13,2011,s7352,Unknown,Movie
,"Jaden Michael, Gerald W. Jones III, Gregory Diaz IV, Sarah Gadon, Method Man, Shea Whigham, Coco Jones, The Kid Mero, Chris Redd, Vladimir Caamaño, Jeremie Harris, Adam David Thompson, Zoe Saldana",United States,"October 2, 2020",Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.,Oz Rodriguez,86 min,"Comedies, Horror Movies",PG-13,2020,s7390,Vampires vs. the Bronx,Movie
,"Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill, Edgar Ramírez, Saïd Taghmaoui, Ayelet Zurer, Zoe Saldana, Sigourney Weaver, William Hurt",United States,"November 1, 2019","Moments after he arrives in Spain for an antiterrorism summit, U.S. President Ashton is shot.",Pete Travis,90 min,Action & Adventure,PG-13,2008,s7393,Vantage Point,Movie
,"Patrick Davis, Lisa Vidal, Josh Pence, José Zúñiga, Haley Ramm, Matt Angel, J. Michael Trautmann, Lobo Sebastian",United States,"July 24, 2017","In 1962 Brooklyn, a Puerto Rican teen who joins a gang is seduced by violence and heroin. But can his mother's love and faith in God save him?",Brandon Dickerson,110 min,Dramas,PG-13,2015,s7416,Victor,Movie
,"Matt Bomer, Josh Wiggins, Bill Pullman, Alex Neustaedter, Lily Gladstone",United States,"October 1, 2019","A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both.","Alex Smith, Andrew J. Smith",96 min,"Dramas, Independent Movies, Thrillers",PG-13,2017,s7470,Walking Out,Movie
,"Emily Watson, David Thewlis, Peter Mullan, Niels Arestrup, Tom Hiddleston, Jeremy Irvine, Benedict Cumberbatch, Toby Kebbell, David Kross, Eddie Marsan, Nicolas Bro, Rainer Bock, Patrick Kennedy, Liam Cunningham","United States, India","May 6, 2019","During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France.",Steven Spielberg,147 min,Dramas,PG-13,2011,s7479,War Horse,Movie
,"Harrison Ford, Michelle Pfeiffer, Diana Scarwid, Joe Morton, James Remar, Miranda Otto, Wendy Crewson, Ray Baker, Micole Mercurio, Amber Valletta, Sloane Shelton",United States,"January 1, 2020","When Claire Spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head.",Robert Zemeckis,130 min,"Horror Movies, Thrillers",PG-13,2000,s7559,What Lies Beneath,Movie
,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen, Darlene Cates, Laura Harrington, Mary Kate Schellhardt, Kevin Tighe, John C. Reilly, Crispin Glover",United States,"January 1, 2021","In a backwater Iowa town, young Gilbert is torn between taking care of his troubled family and a girl who shows him new possibilities for his life.",Lasse Hallström,118 min,"Classic Movies, Dramas, Independent Movies",PG-13,1993,s7571,What's Eating Gilbert Grape,Movie
,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak, Bruce MacVittie, Irma St. Paule, Michel Perron, Dorothy Gordon, Rita Tuckett","Germany, United States, United Kingdom, Canada","January 15, 2020","Paul Newman proves he's still got prodigious acting chops, playing an aging bank robber who may have one last job in him. Faking a stroke, the incarcerated Newman is transferred to a nursing home and the care of a skeptical nurse.",Marek Kanievska,89 min,"Action & Adventure, Comedies, Dramas",PG-13,2000,s7588,Where the Money Is,Movie
,"Emma Roberts, Kimberley Nixon, Juno Temple, Linzey Cocker, Sophie Wu, Alex Pettyfer, Georgia King, Natasha Richardson, Aidan Quinn, Lexi Ainsworth","United States, United Kingdom, France","November 1, 2019","When a spoiled girl pushes her father too far with her spending and outlandish behavior, he ships the Malibu princess off to a strict boarding school.",Nick Moore,98 min,"Comedies, Romantic Movies",PG-13,2008,s7620,Wild Child,Movie
,"Shirley MacLaine, Jessica Lange, Billy Connolly, Santiago Segura, Howard Hesseman, Matt Walsh, Jay Hayden, Rebecca Da Costa, Demi Moore","Germany, United States","May 13, 2017","When insurance accidentally pays her millions, retired teacher Eva and her pal Maddie head to the Canary Islands for the adventure of their lives.",Andy Tennant,86 min,Comedies,PG-13,2016,s7622,Wild Oats,Movie
,"Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek, M. Emmet Walsh, Ted Levine, Frederique Van Der Wal, Musetta Vander, Sofia Eng, Bai Ling",United States,"January 1, 2020","Armed with an ingenious arsenal, two top-notch government agents are tasked with tracking down a diabolical scientist in this futuristic Western.",Barry Sonnenfeld,106 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,1999,s7624,Wild Wild West,Movie
,"Carey Mulligan, Ed Oxenbould, Bill Camp, Jake Gyllenhaal, Mollie Milligan, Darryl Cox",United States,"September 1, 2020","A teen’s life in 1960 Montana grows complicated when his father is fired, his mother returns to work, and the strain on the family begins to show.",Paul Dano,105 min,"Dramas, Independent Movies",PG-13,2018,s7625,Wildlife,Movie
,"Helen Mirren, Jason Clarke, Sarah Snook, Angus Sampson, Finn Scicluna-O'Prey, Laura Brent, Tyler Coppin, Eamon Farren, Bruce Spence","Australia, United States","July 1, 2020",The heiress to a vast firearms fortune constructs a mansion with a maze-like interior to ward off the spirits of those killed by her family's product.,"Michael Spierig, Peter Spierig",100 min,"Horror Movies, Sci-Fi & Fantasy",PG-13,2018,s7632,Winchester,Movie
,"Nicolas Cage, Michael Peña, Maggie Gyllenhaal, Maria Bello, Stephen Dorff, Jay Hernandez, Michael Shannon, Frank Whaley, Jon Bernthal, Morgan Flynn, Nick Damici, Viola Davis, William Mapother",United States,"November 20, 2019","Working under treacherous conditions, an army of dedicated rescuers struggles to find anyone who survived the World Trade Center's tragic collapse.",Oliver Stone,129 min,"Action & Adventure, Dramas",PG-13,2006,s7668,World Trade Center,Movie
,"Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews, Linden Ashby, Jeff Fahey, Joanna Going, Mark Harmon, Michael Madsen, Catherine O'Hara, Bill Pullman, Isabella Rossellini, Tom Sizemore",United States,"January 1, 2020","Legendary lawman Wyatt Earp is continually at odds with a gang of renegade cowboys, culminating in a fiery showdown with the outlaws at the OK Corral.",Lawrence Kasdan,191 min,Action & Adventure,PG-13,1994,s7682,Wyatt Earp,Movie
,"Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson, Danny Trejo, Michael Roof, Tom Everett, Richy Müller, William Hope, Werner Daehn",United States,"January 1, 2019",A notorious underground rush-seeker deemed untouchable by the law is coerced into cooperating with the government to infiltrate a Russian crime ring.,Rob Cohen,124 min,"Action & Adventure, Sports Movies",PG-13,2002,s7689,XXx,Movie
,"Ice Cube, Samuel L. Jackson, Willem Dafoe, Scott Speedman, Peter Strauss, Xzibit, Michael Roof, Sunny Mabrey, Nona Gaye, John Gleeson Connolly",United States,"January 1, 2019","In this action-packed follow-up to XXX, U.S. intelligence officer Augustus Gibbons must thwart a massive conspiracy to overthrow the government.",Lee Tamahori,101 min,Action & Adventure,PG-13,2005,s7690,XXX: State of the Union,Movie
,"Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins, Rhys Darby, Danny Masterson, Fionnula Flanagan, Terence Stamp, Sasha Alexander, Molly Sims","United States, United Kingdom","January 1, 2020","After a bitter divorce, a bank drone falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year.",Peyton Reed,104 min,"Comedies, Romantic Movies",PG-13,2008,s7706,Yes Man,Movie
,"Harley Quinn Smith, Lily-Rose Depp, Johnny Depp, Justin Long, Austin Butler, Tyler Posey, Stan Lee, Jason Mewes, Adam Brody, Haley Joel Osment, Genesis Rodriguez",United States,"December 2, 2016","With an all-important high school party at stake, two teen yoga fanatics enlist a man hunter to help fight an army of monsters created by Nazis.",Kevin Smith,88 min,"Comedies, Horror Movies, Independent Movies",PG-13,2016,s7715,Yoga Hosers,Movie
